,loss
0,3.787935325512408
1,3.864445511376636
2,3.621327065817917
3,3.733680183484004
4,3.66736920029392
5,3.5640071545993237
6,3.6603706710309862
7,3.614370974861545
8,3.708256715331865
9,3.5097350617611047
10,3.346086570837567
11,3.4930375257878654
12,3.3588275565121797
13,3.5009048320372047
14,3.7018132892878155
15,3.6436708470636816
16,3.4576229394733273
17,3.377410352586734
18,3.3700789696836084
19,3.2300296760220855
20,3.284718312857339
21,3.510869927415974
22,3.3905334849642936
23,3.637371241003341
24,3.484332487171265
25,3.31759757760174
26,3.2186632239167787
27,3.0619969921602066
28,3.0844659205844684
29,3.0531298178919712
30,2.9388660709744108
31,2.940201645538672
32,2.84773649799296
33,2.8412889564063013
34,2.911197016011255
35,2.8037454988092887
36,2.77059265888046
37,2.7717687442379715
38,2.7237981606019894
39,2.8242753653090302
40,2.6476420084393344
41,2.5281949189009416
42,2.4265129904473888
43,2.465442765195847
44,2.456772172329761
45,2.412459586547371
46,2.472240917705065
47,2.5088398957664957
48,2.4415586403617597
49,2.4864366249211227
50,2.3789785297474433
51,2.3163794705411473
52,2.233045189170107
53,2.1631615726267186
54,2.0891859148214342
55,2.0785897904544153
56,2.0211778814901886
57,2.016256700439537
58,2.0565824453769106
59,2.0495690448851875
60,2.132413631009669
61,2.0482436924038496
62,2.080943079923407
63,2.0311255711521303
64,2.0938433824575324
65,2.1496859630742273
66,2.0855986570407725
67,2.1337258793546074
68,2.116757768750519
69,2.0780714437761025
70,2.1376285357980827
71,2.237681881067201
72,2.1190493183389068
73,2.1044573596711604
74,2.0297022407949057
75,2.0363893727044435
76,2.006270267583966
77,1.9480838371045113
78,1.9192914235948308
79,1.8661349206487214
80,1.8874547067210594
81,1.9458383321052883
82,1.9765916404887494
83,1.9737661542373448
84,1.9413557905318826
85,1.9986219434495838
86,2.0262243111683036
87,2.0415831075271504
88,2.014535655136662
89,1.9357289290932074
90,1.9489775869638055
91,1.94500580786735
92,1.8944448087551258
93,1.8242930007849374
94,1.7675574862494494
95,1.7965917286678739
96,1.7887475460656996
97,1.7403257975869417
98,1.729976867084363
99,1.67122022557881
